409,6522,"Altres tipus d'activitats creditícies",652
410,6523,"Altres tipus de mediació financera",652
411,6601,"Assegurances de vida",660
412,6602,"Plans de pensions",660
413,6603,"Assegurances de no vida",660
414,6711,"Administració de mercats financers",671
415,6712,"Serveis de mediació en operacions de valors i gestió de fons",671
416,6713,"Activitats auxiliars de la mediació financera",671
417,6720,"Activitats auxiliars d'assegurances i plans de pensions",672
418,7011,"Promoció immobiliària per compte propi",701
419,7012,"Compravenda de béns immobiliaris per compte propi",701
420,7020,"Lloguer de béns immobiliaris per compte propi",702
421,7031,"Agents de la propietat immobiliària",703
422,7032,"Gestió i administració de la propietat immobiliària",703
423,7110,"Lloguer d'automòbils",711
424,7121,"Lloguer d'altres mitjans de transport terrestre",712
425,7122,"Lloguer de mitjans de navegació",712
426,7123,"Lloguer de mitjans de transport aeri",712
427,7131,"Lloguer de maquinària i equips agraris",713
428,7132,"Lloguer de maquinària i equips per a construcció i enginyeria civil",713
429,7133,"Lloguer de màquines i equips d'oficina (inclosos els ordinadors)",713
430,7134,"Lloguer d'altres tipus de maquinària i equips",713
431,7140,"Lloguer d'efectes personals i efectes domèstics",714
432,7210,"Consulta d'equips informàtics",721
433,7221,"Edició de programes informàtics",722
434,7222,"Altres activitats de consulta i subministrament de programes informàtics",722
435,7230,"Processament de dades",723
436,7240,"Activitats relacionades amb bases de dades",724
437,7250,"Manteniment i reparació de màquines d'oficina, comptabilitat i equips informàtics",725
438,7260,"Altres activitats relacionades amb la informàtica",726
439,7310,"Recerca i desenvolupament sobre ciències naturals i tècniques",731
440,7320,"Recerca i desenvolupament sobre ciències socials i humanitats",732
441,7411,"Activitats jurídiques",741
442,7412,"Activitats de comptabilitat, tenidoria de llibres, auditoria i assessoria fiscal",741
443,7413,"Estudis de mercat i enquestes d'opinió pública",741
444,7414,"Consulta i assessorament sobre direcció i gestió empresarial",741
445,7415,"Gestió de societats de cartera (holdings)",741
446,7420,"Serveis tècnics d'arquitectura i enginyeria, i altres activitats relacionades amb l'assessorament tècnic",742
447,7430,"Assaigs i anàlisis tècnics",743
448,7440,"Publicitat",744
449,7450,"Selecció i col·locació de personal",745
450,7460,"Serveis d'investigació i de seguretat",746
451,7470,"Activitats industrials de neteja",747
452,7481,"Activitats de fotografia",748
453,7482,"Activitats d'envasament i empaquetatge per compte d'altri",748
454,7483,"Activitats de secretaria i traducció",748
455,7484,"Altres activitats empresarials",748
456,7486,"Activitats de centres d'atenció telefònica",748
457,7511,"Activitats generals de l'Administració pública",751
458,7512,"Regulació de les activitats sanitàries, educatives i culturals, i altres serveis socials, excepte la Seguretat Social obligatòria",751
459,7513,"Regulació de l'activitat econòmica",751
460,7514,"Altres activitats auxiliars de serveis per a l'Administració pública en general",751
461,7521,"Afers exteriors",752
462,7522,"Defensa",752
463,7523,"Justícia",752
464,7524,"Ordre públic i seguretat",752
465,7525,"Activitats de protecció civil",752
466,7530,"Seguretat Social obligatòria",753
467,8010,"Ensenyament primari",801
468,8021,"Ensenyament secundari de formació general",802
469,8022,"Ensenyament secundari de formació tècnica i professional",802
470,8030,"Ensenyament superior",803
471,8041,"Ensenyament de les escoles de conducció i pilotatge",804
472,8042,"Ensenyament per a adults i altres tipus d'ensenyament ncaa",804
473,8511,"Activitats hospitalàries",851
474,8512,"Activitats mèdiques",851
475,8513,"Activitats odontològiques",851
476,8514,"Altres activitats sanitàries",851
477,8520,"Activitats veterinàries",852
478,8531,"Activitats de prestació de serveis socials amb allotjament",853
479,8532,"Activitats de prestació de serveis socials sense allotjament",853
480,9001,"Activitats de recollida i tractament d'aigües residuals",900
481,9002,"Activitats de recollida i tractament de residus",900
482,9003,"Altres activitats de sanejament, descontaminació i altres serveis similars",900
483,9111,"Activitats d'organitzacions empresarials i patronals",911
484,9112,"Activitats d'organitzacions professionals",911
485,9120,"Activitats sindicals",912
486,9131,"Activitats d'organitzacions religioses",913
487,9132,"Activitats d'organitzacions polítiques",913
